gene_symbol,transcript_id,TPM
TSR1,ENST00000301364,14.792336
SGSM2,ENST00000268989,0
MNT,ENST00000174618,0.781216
METTL16,ENST00000263092,0
PAFAH1B1,ENST00000397195,0.342038
RAP1GAP2,ENST00000254695,0
OR1D5,ENST00000575751,5.294156
OR1E1,ENST00000322608,0
OR1E2,ENST00000248384,0
SPATA22,ENST00000572969,0
ASPA,ENST00000263080,0
TRPV3,ENST00000576742,0
SHPK,ENST00000225519,0
CTNS,ENST00000046640,13.260677
TAX1BP3,ENST00000225525,0
EMC6,ENST00000248378,2.243837
P2RX5,ENST00000225328,0
ITGAE,ENST00000263087,0
GSG2,ENST00000325418,0.358415
C17orf85,ENST00000389005,0.072925
CAMKK1,ENST00000348335,0
P2RX1,ENST00000225538,0
ATP2A3,ENST00000397041,0
ZZEF1,ENST00000381638,0.118007
CYB5D2,ENST00000301391,0.567388
ANKFY1,ENST00000341657,2.595038
SPNS3,ENST00000355530,0
SPNS2,ENST00000329078,0
MYBBP1A,ENST00000254718,0.281288
GGT6,ENST00000381550,0
SMTNL2,ENST00000389313,0
ALOX15,ENST00000293761,0
PELP1,ENST00000572293,0
ARRB2,ENST00000269260,0
MED11,ENST00000293777,3.111557
ZMYND15,ENST00000433935,0
TM4SF5,ENST00000270560,0
VMO1,ENST00000328739,0
GLTPD2,ENST00000331264,9.874159
PSMB6,ENST00000270586,0
PLD2,ENST00000263088,0
MINK1,ENST00000355280,0
C17orf107,ENST00000381365,2.079985
GP1BA,ENST00000329125,9.470457
SLC25A11,ENST00000225665,0
RNF167,ENST00000262482,0
PFN1,ENST00000225655,5.25859
ENO3,ENST00000519602,0
SPAG7,ENST00000206020,0
CAMTA2,ENST00000348066,0
KIF1C,ENST00000320785,0.476391
SLC52A1,ENST00000254853,0
ZFP3,ENST00000318833,2.698477
USP6,ENST00000574788,6.575961
ZNF594,ENST00000575779,0
SCIMP,ENST00000574081,7.977745
RABEP1,ENST00000537505,26.676298
NUP88,ENST00000573584,105.666592
C1QBP,ENST00000225698,2.615714
DHX33,ENST00000225296,1.554895
DERL2,ENST00000158771,0
NLRP1,ENST00000568641,1.32546
NLRP1,ENST00000572272,0
AIPL1,ENST00000381129,0
FAM64A,ENST00000572447,4.571268
PITPNM3,ENST00000262483,0
KIAA0753,ENST00000361413,0
TXNDC17,ENST00000250101,35.700601
MED31,ENST00000225728,83.382952
SLC13A5,ENST00000433363,0.655579
XAF1,ENST00000361842,0
FBXO39,ENST00000321535,0
TEKT1,ENST00000338694,0
ALOX12,ENST00000251535,4.691376
AC040977.1,ENST00000593646,0
C17orf49,ENST00000439424,0
BCL6B,ENST00000293805,0.557195
SLC16A13,ENST00000308027,1.174588
SLC16A11,ENST00000574600,0
CLEC10A,ENST00000416562,0
ASGR1,ENST00000269299,0
DLG4,ENST00000399506,0
ACADVL,ENST00000356839,0
DVL2,ENST00000005340,0
PHF23,ENST00000320316,0
GABARAP,ENST00000302386,0
CTDNEP1,ENST00000574322,0
CLDN7,ENST00000360325,5.650375
SLC2A4,ENST00000317370,0
YBX2,ENST00000007699,0
EIF5A,ENST00000336458,0
GPS2,ENST00000380728,0
NEURL4,ENST00000399464,0
ACAP1,ENST00000158762,0
TMEM95,ENST00000576060,0
TMEM256,ENST00000302422,0
NLGN2,ENST00000302926,0
SPEM1,ENST00000323675,0
C17orf74,ENST00000333870,0
TMEM102,ENST00000323206,0
FGF11,ENST00000293829,0
CHRNB1,ENST00000306071,2.897322
ZBTB4,ENST00000380599,0
TNFSF12,ENST00000293825,0.809612
SENP3,ENST00000321337,0.430874
EIF4A1,ENST00000293831,0
CD68,ENST00000250092,0
MPDU1,ENST00000250124,0
SOX15,ENST00000250055,5.257459
FXR2,ENST00000250113,2.334804
SAT2,ENST00000269298,0
SHBG,ENST00000380450,0
ATP1B2,ENST00000250111,5.611771
TP53,ENST00000269305,0
WRAP53,ENST00000396463,0
EFNB3,ENST00000226091,0
TMEM88,ENST00000301599,4.383561
CYB5D1,ENST00000332439,2.430927
CHD3,ENST00000330494,0
TRAPPC1,ENST00000303731,4.866298
CNTROB,ENST00000563694,0
GUCY2D,ENST00000254854,0
ALOX15B,ENST00000380183,0
ALOXE3,ENST00000448843,0
HES7,ENST00000541682,0
PER1,ENST00000317276,0
VAMP2,ENST00000316509,0
TMEM107,ENST00000437139,0
C17orf59,ENST00000389017,2.301807
AURKB,ENST00000585124,0
PFAS,ENST00000314666,0
RANGRF,ENST00000226105,0
SLC25A35,ENST00000577745,2.160241
ARHGEF15,ENST00000361926,0
ODF4,ENST00000328248,0
KRBA2,ENST00000396267,0
NDEL1,ENST00000334527,0
MYH10,ENST00000360416,0
CCDC42,ENST00000293845,0
MFSD6L,ENST00000329805,0
NTN1,ENST00000173229,10.028628
STX8,ENST00000306357,0
WDR16,ENST00000352665,0.542421
USP43,ENST00000285199,0
DHRS7C,ENST00000571134,0
GLP2R,ENST00000262441,0
RCVRN,ENST00000226193,0
GAS7,ENST00000432992,0
MYH13,ENST00000252172,0
MYH8,ENST00000403437,0
MYH4,ENST00000255381,0
MYH1,ENST00000226207,0
MYH2,ENST00000245503,0
MYH3,ENST00000583535,0
SCO1,ENST00000255390,0
ADPRM,ENST00000379774,7.508471
TMEM220,ENST00000341871,18.539737
PIRT,ENST00000580256,2.562087
SHISA6,ENST00000441885,0
DNAH9,ENST00000262442,1e-5
ZNF18,ENST00000580306,0
MAP2K4,ENST00000353533,0
MYOCD,ENST00000425538,0
ARHGAP44,ENST00000379672,0
ELAC2,ENST00000338034,0
HS3ST3A1,ENST00000284110,0.231964
COX10,ENST00000261643,0
CDRT15,ENST00000420162,21.035666
HS3ST3B1,ENST00000360954,0
PMP22,ENST00000312280,0
TEKT3,ENST00000395930,0
TVP23C,ENST00000518321,0
CDRT1,ENST00000395906,0.630851
ZNF286A,ENST00000583566,0
ZSWIM7,ENST00000399277,4.125316
TTC19,ENST00000261647,6.626132
NCOR1,ENST00000268712,10.579456
PIGL,ENST00000225609,0
CENPV,ENST00000299736,0
UBB,ENST00000302182,13.351489
TRPV2,ENST00000338560,0
FAM211A,ENST00000470794,0
ZNF287,ENST00000395825,1.235781
ZNF624,ENST00000311331,0
CCDC144A,ENST00000399273,0.161509
TNFRSF13B,ENST00000261652,0
PLD6,ENST00000321560,4.705411
FLCN,ENST00000285071,0.267186
COPS3,ENST00000268717,0
NT5M,ENST00000389022,0
MED9,ENST00000268711,0
RASD1,ENST00000225688,12.793915
PEMT,ENST00000255389,0
RAI1,ENST00000353383,0.245892
TOM1L2,ENST00000379504,0
LRRC48,ENST00000399187,0
ATPAF2,ENST00000474627,1.076219
GID4,ENST00000268719,0
DRG2,ENST00000225729,0
ALKBH5,ENST00000399138,0.313829
LLGL1,ENST00000316843,0
FLII,ENST00000327031,0
MIEF2,ENST00000323019,0.922415
TOP3A,ENST00000321105,5.899309
SMCR8,ENST00000406438,1.361693
SHMT1,ENST00000316694,0
EVPLL,ENST00000399134,0
LGALS9C,ENST00000328114,0
FBXW10,ENST00000395665,2.028139
TVP23B,ENST00000307767,0
PRPSAP2,ENST00000268835,0
SLC5A10,ENST00000395645,0
FAM83G,ENST00000388995,0
GRAP,ENST00000284154,0
GRAPL,ENST00000344415,0
B9D1,ENST00000261499,0
MAPK7,ENST00000395604,0
MFAP4,ENST00000299610,0
RNF112,ENST00000461366,0.312219
SLC47A1,ENST00000270570,0.691611
ALDH3A2,ENST00000176643,0
SLC47A2,ENST00000433844,0
ALDH3A1,ENST00000225740,0
ULK2,ENST00000395544,0.102611
AKAP10,ENST00000225737,0.239445
CDRT15L2,ENST00000399044,0
USP22,ENST00000261497,0
TMEM11,ENST00000317635,4.452425
MAP2K3,ENST00000342679,0
KCNJ12,ENST00000583088,0
KCNJ12,ENST00000567955,0
WSB1,ENST00000262394,0.198923
LGALS9,ENST00000395473,0
NOS2,ENST00000313735,0
LYRM9,ENST00000379102,0
NLK,ENST00000407008,0.836047
TMEM97,ENST00000226230,17.324371
IFT20,ENST00000395418,0
TNFAIP1,ENST00000226225,21.174231
POLDIP2,ENST00000540200,45.266015
TMEM199,ENST00000292114,0
VTN,ENST00000226218,1.989634
SARM1,ENST00000585482,36.802477
SLC13A2,ENST00000314669,0
FOXN1,ENST00000579795,0
UNC119,ENST00000335765,0
PIGS,ENST00000308360,0
ALDOC,ENST00000226253,0
SPAG5,ENST00000321765,0
SGK494,ENST00000301037,0
KIAA0100,ENST00000528896,0.770269
SDF2,ENST00000247020,0
SUPT6H,ENST00000314616,1.081777
RAB34,ENST00000395245,0
RPL23A,ENST00000422514,10.046243
TLCD1,ENST00000292090,6.981642
NEK8,ENST00000268766,5.933599
TRAF4,ENST00000262395,8.332032
ERAL1,ENST00000254928,0
FLOT2,ENST00000394908,0
DHRS13,ENST00000378895,0
PHF12,ENST00000332830,0
SEZ6,ENST00000317338,0
PIPOX,ENST00000323372,1.100672
MYO18A,ENST00000527372,0.093733
CRYBA1,ENST00000225387,0
NUFIP2,ENST00000225388,0.621169
TAOK1,ENST00000261716,0.976488
ABHD15,ENST00000307201,0.563208
TP53I13,ENST00000301057,0
GIT1,ENST00000225394,0.67707
ANKRD13B,ENST00000394859,0
SSH2,ENST00000540801,1e-6
NSRP1,ENST00000247026,0
BLMH,ENST00000261714,0
TMIGD1,ENST00000328886,0
CPD,ENST00000225719,0.524336
GOSR1,ENST00000451249,0
CRLF3,ENST00000324238,41.944881
ATAD5,ENST00000321990,11.968826
TEFM,ENST00000581216,0
ADAP2,ENST00000330889,0.377373
RNF135,ENST00000328381,0
NF1,ENST00000358273,1.4e-5
OMG,ENST00000247271,0
EVI2B,ENST00000330927,11.445232
EVI2A,ENST00000462804,21.621926
COPRS,ENST00000302362,0
UTP6,ENST00000261708,0
SUZ12,ENST00000322652,0
RHBDL3,ENST00000269051,0
C17orf75,ENST00000577809,2.13298
ZNF207,ENST00000394670,0.213718
PSMD11,ENST00000261712,0
CDK5R1,ENST00000313401,0.246889
MYO1D,ENST00000318217,0
TMEM98,ENST00000579849,0
SPACA3,ENST00000269053,0
ASIC2,ENST00000225823,0.285924
CCL2,ENST00000225831,0
CCL7,ENST00000378569,0
CCL11,ENST00000305869,0
CCL8,ENST00000394620,0
CCL13,ENST00000225844,0
CCL1,ENST00000225842,0
CCT6B,ENST00000314144,0
ZNF830,ENST00000361952,0.918292
LIG3,ENST00000378526,11.737791
RFFL,ENST00000394597,0
FNDC8,ENST00000158009,28.150701
NLE1,ENST00000442241,0
UNC45B,ENST00000394570,0
SLFN5,ENST00000299977,0
SLFN12,ENST00000304905,0
SLFN13,ENST00000285013,0
PEX12,ENST00000225873,0
RASL10B,ENST00000603017,0.615807
GAS2L2,ENST00000604641,0.660573
C17orf50,ENST00000605587,5.947085
MMP28,ENST00000605424,0
TAF15,ENST00000605844,0
C17orf66,ENST00000604834,0
TBC1D3G,ENST00000569055,0
RPL23,ENST00000479035,1.287528
LASP1,ENST00000318008,0.564666
FBXO47,ENST00000378079,0
PLXDC1,ENST00000315392,1.832286
ARL5C,ENST00000269586,0
CACNB1,ENST00000394303,0
RPL19,ENST00000225430,0
STAC2,ENST00000333461,0
FBXL20,ENST00000264658,0.36229
MED1,ENST00000300651,2.778626
CDK12,ENST00000447079,0
NEUROD2,ENST00000302584,0
PPP1R1B,ENST00000254079,3.600206
STARD3,ENST00000336308,0.724508
TCAP,ENST00000309889,0
PNMT,ENST00000269582,0
PGAP3,ENST00000300658,0
ERBB2,ENST00000269571,0
MIEN1,ENST00000394231,0
GRB7,ENST00000309156,0
IKZF3,ENST00000346872,3e-6
ZPBP2,ENST00000348931,0
ORMDL3,ENST00000304046,0
GSDMA,ENST00000301659,0
PSMD3,ENST00000264639,6.255081
CSF3,ENST00000394149,0
MED24,ENST00000394128,0
THRA,ENST00000450525,0.623995
NR1D1,ENST00000246672,59.83441
MSL1,ENST00000398532,2.50396
CASC3,ENST00000264645,0
WIPF2,ENST00000323571,0
CDC6,ENST00000209728,0
RARA,ENST00000254066,0
GJD3,ENST00000578689,0.238009
TOP2A,ENST00000423485,0.370825
IGFBP4,ENST00000269593,0
TNS4,ENST00000254051,0
CCR7,ENST00000246657,0
SMARCE1,ENST00000348513,0
KRT222,ENST00000394052,0
KRT24,ENST00000264651,0
KRT25,ENST00000312150,0
KRT27,ENST00000301656,0
KRT28,ENST00000306658,0
KRT12,ENST00000251643,0.559928
KRT20,ENST00000167588,1.174588
KRT23,ENST00000209718,0
KRT39,ENST00000355612,0.607613
KRTAP3-3,ENST00000391586,0
KRTAP3-2,ENST00000391587,0
KRTAP3-1,ENST00000391588,2.543849
KRTAP1-5,ENST00000361883,0
KRTAP1-3,ENST00000344363,0
KRTAP1-1,ENST00000306271,0
KRTAP2-1,ENST00000391419,0
KRTAP2-3,ENST00000391418,0
KRTAP2-4,ENST00000394015,0
KRTAP4-8,ENST00000333822,0
KRTAP4-11,ENST00000391413,0
KRTAP4-12,ENST00000394014,0
KRTAP4-5,ENST00000343246,0
KRTAP4-4,ENST00000390661,0
KRTAP4-3,ENST00000391356,0
KRTAP4-2,ENST00000377726,0
KRTAP9-1,ENST00000398470,0
KRTAP9-2,ENST00000377721,0
KRTAP9-3,ENST00000411528,0
KRTAP9-8,ENST00000254072,0
KRTAP9-4,ENST00000334109,0
KRTAP29-1,ENST00000391353,0
KRTAP17-1,ENST00000334202,0
KRT33A,ENST00000007735,0
KRT33B,ENST00000251646,0
KRT31,ENST00000251645,0
KRT37,ENST00000225550,0
KRT38,ENST00000246646,0
KRT32,ENST00000225899,0
KRT13,ENST00000246635,0
KRT15,ENST00000254043,0
KRT19,ENST00000361566,0
KRT9,ENST00000246662,0
KRT14,ENST00000167586,0
KRT16,ENST00000301653,0
KRT17,ENST00000311208,0
EIF1,ENST00000469257,0
GAST,ENST00000329402,0
HAP1,ENST00000347901,0
JUP,ENST00000393931,0
LEPREL4,ENST00000393928,0
FKBP10,ENST00000321562,1.614326
NT5C3B,ENST00000435506,0
KLHL10,ENST00000293303,2.072018
KLHL11,ENST00000319121,0.383018
ACLY,ENST00000352035,0
CNP,ENST00000393892,42.751477
DNAJC7,ENST00000457167,0.636595
NKIRAS2,ENST00000393885,0
DHX58,ENST00000251642,0
KAT2A,ENST00000225916,0
HSPB9,ENST00000565659,18.264837
RAB5C,ENST00000346213,0
KCNH4,ENST00000264661,0
HCRT,ENST00000293330,2.784274
GHDC,ENST00000587427,0
STAT5B,ENST00000293328,0.376284
STAT3,ENST00000264657,0.571014
PTRF,ENST00000357037,0.27499
ATP6V0A1,ENST00000343619,0
NAGLU,ENST00000225927,0
HSD17B1,ENST00000585807,51.076592
COASY,ENST00000393818,0
MLX,ENST00000435881,6.575889
PSMC3IP,ENST00000393795,27.741015
FAM134C,ENST00000309428,2.870189
TUBG1,ENST00000251413,0
TUBG2,ENST00000251412,2.97861
PLEKHH3,ENST00000591022,0
CCR10,ENST00000332438,1.704282
CNTNAP1,ENST00000264638,8.337926
EZH1,ENST00000428826,0
RAMP2,ENST00000253796,0
VPS25,ENST00000253794,0
WNK4,ENST00000246914,4.161608
COA3,ENST00000328434,1.719853
CNTD1,ENST00000588408,0
BECN1,ENST00000590099,0
PSME3,ENST00000590720,0
AOC2,ENST00000253799,0
AOC3,ENST00000308423,0
G6PC,ENST00000253801,0
AARSD1,ENST00000427569,0
PTGES3L,ENST00000591916,0
RPL27,ENST00000253788,0
IFI35,ENST00000415816,0
VAT1,ENST00000355653,2.236511
RND2,ENST00000587250,2.567253
BRCA1,ENST00000357654,0
NBR1,ENST00000590996,1.674137
ARL4D,ENST00000320033,0.687165
DHX8,ENST00000262415,0
ETV4,ENST00000319349,5.521503
MEOX1,ENST00000318579,0
SOST,ENST00000301691,0
DUSP3,ENST00000226004,0
C17orf105,ENST00000449302,0
MPP3,ENST00000398389,0
CD300LG,ENST00000317310,0.362541
MPP2,ENST00000269095,0
PPY,ENST00000225992,0
NAGS,ENST00000293404,0
TMEM101,ENST00000206380,0
LSM12,ENST00000293406,1.774146
C17orf53,ENST00000585683,0
ASB16,ENST00000293414,20.262101
TMUB2,ENST00000538716,2.056178
UBTF,ENST00000436088,0
SLC4A1,ENST00000262418,0
RUNDC3A,ENST00000426726,0
SLC25A39,ENST00000377095,0
GRN,ENST00000053867,0
FAM171A2,ENST00000293443,0.31611
ITGA2B,ENST00000262407,0
GPATCH8,ENST00000591680,0
FZD2,ENST00000315323,0.517417
C17orf104,ENST00000409122,5.248716
CCDC43,ENST00000315286,0
DBF4B,ENST00000315005,0
ADAM11,ENST00000200557,0
GJC1,ENST00000592524,0
HIGD1B,ENST00000253410,9.70066
EFTUD2,ENST00000426333,1.791988
CCDC103,ENST00000417826,0
GFAP,ENST00000588735,22.301504
KIF18B,ENST00000593135,0
C1QL1,ENST00000253407,6.431281
NMT1,ENST00000258960,7.660623
ACBD4,ENST00000321854,0
HEXIM1,ENST00000332499,33.520963
FMNL1,ENST00000331495,0
SPATA32,ENST00000331780,0
PLEKHM1,ENST00000430334,0
CRHR1,ENST00000314537,0
SPPL2C,ENST00000329196,17.906703
MAPT,ENST00000262410,0
STH,ENST00000537309,0
KANSL1,ENST00000432791,0
ARL17B,ENST00000450673,0
ARL17A,ENST00000336125,38.593943
NSF,ENST00000398238,0.244575
WNT3,ENST00000225512,2.104244
WNT9B,ENST00000290015,0
RPRML,ENST00000322329,3.227003
CDC27,ENST00000066544,0
MYL4,ENST00000393450,0
ITGB3,ENST00000559488,2.681703
EFCAB13,ENST00000331493,7.667059
NPEPPS,ENST00000322157,4.992951
KPNB1,ENST00000290158,2.755083
TBX21,ENST00000177694,0.391278
OSBPL7,ENST00000007414,0
MRPL10,ENST00000351111,0
LRRC46,ENST00000269025,16.3089
SCRN2,ENST00000290216,0
SP6,ENST00000536300,0
SP2,ENST00000376741,3.617451
PRR15L,ENST00000300557,5.013877
CDK5RAP3,ENST00000338399,0
NFE2L1,ENST00000362042,1.989634
CBX1,ENST00000225603,8.031615
SNX11,ENST00000359238,0
SKAP1,ENST00000336915,0
HOXB1,ENST00000239174,0
HOXB4,ENST00000332503,0
HOXB6,ENST00000225648,0
HOXB7,ENST00000239165,0
HOXB8,ENST00000239144,0
HOXB9,ENST00000311177,0
PRAC1,ENST00000290294,0
HOXB13,ENST00000290295,0
CALCOCO2,ENST00000258947,0
ATP5G1,ENST00000393366,0
UBE2Z,ENST00000360943,1.610656
SNF8,ENST00000502492,72.736954
GIP,ENST00000357424,0
IGF2BP1,ENST00000290341,0
B4GALNT2,ENST00000393354,0.108616
GNGT2,ENST00000507680,0
ABI3,ENST00000225941,0
PHOSPHO1,ENST00000310544,0
ZNF652,ENST00000430262,0
PHB,ENST00000300408,0
NGFR,ENST00000172229,0
NXPH3,ENST00000328741,0
SPOP,ENST00000504102,0
SLC35B1,ENST00000240333,0
FAM117A,ENST00000240364,9.358299
KAT7,ENST00000259021,0
DLX4,ENST00000240306,0
DLX3,ENST00000434704,0
ITGA3,ENST00000320031,0
PDK2,ENST00000503176,22.867693
SAMD14,ENST00000330175,62.175696
SGCA,ENST00000262018,0
COL1A1,ENST00000225964,0
TMEM92,ENST00000507382,0.373667
XYLT2,ENST00000017003,5.282675
MRPL27,ENST00000225969,0
EME1,ENST00000338165,12.51165
LRRC59,ENST00000225972,5.900841
ACSF2,ENST00000300441,0
CHAD,ENST00000508540,10.035625
RSAD1,ENST00000258955,0.411741
MYCBPAP,ENST00000323776,0
EPN3,ENST00000268933,0
SPATA20,ENST00000006658,0
CACNA1G,ENST00000359106,0
ABCC3,ENST00000285238,0.83876
ANKRD40,ENST00000285243,0
LUC7L3,ENST00000505658,0.79336
WFIKKN2,ENST00000311378,0.740143
TOB1,ENST00000499247,0.531837
SPAG9,ENST00000262013,0.813115
NME1,ENST00000393196,0
NME1-NME2,ENST00000512737,0
MBTD1,ENST00000586178,0
UTP18,ENST00000225298,5.613042
CA10,ENST00000451037,0.367289
KIF2B,ENST00000268919,0.452548
TOM1L1,ENST00000575882,49.452993
COX11,ENST00000299335,11.622249
STXBP4,ENST00000376352,0.238118
HLF,ENST00000226067,0.166894
MMD,ENST00000262065,0
TMEM100,ENST00000424486,0
PCTP,ENST00000268896,0
NOG,ENST00000332822,0
C17orf67,ENST00000397861,0
DGKE,ENST00000284061,0.569956
TRIM25,ENST00000316881,0
COIL,ENST00000240316,0.382911
SCPEP1,ENST00000262288,0
AKAP1,ENST00000337714,0.748559
MSI2,ENST00000284073,0.148979
CCDC182,ENST00000299415,4.927564
MRPS23,ENST00000313608,0
CUEDC1,ENST00000577830,0
VEZF1,ENST00000581208,0
SRSF1,ENST00000258962,0.727566
DYNLL2,ENST00000579991,1.531818
EPX,ENST00000225371,3.327602
MKS1,ENST00000393119,0
LPO,ENST00000262290,0
MPO,ENST00000225275,0
BZRAP1,ENST00000343736,1.225992
SUPT4H1,ENST00000225504,0
RNF43,ENST00000407977,11.958857
HSF5,ENST00000323777,0
TEX14,ENST00000349033,0.228785
RAD51C,ENST00000337432,0
PPM1E,ENST00000308249,1.157651
TRIM37,ENST00000262294,0
SKA2,ENST00000330137,12.485728
PRR11,ENST00000262293,0
GDPD1,ENST00000284116,0
YPEL2,ENST00000312655,0
DHX40,ENST00000251241,0
CLTC,ENST00000269122,14.087196
PTRH2,ENST00000393038,0
VMP1,ENST00000262291,0
TUBD1,ENST00000325752,0
RPS6KB1,ENST00000225577,1.481249
RNFT1,ENST00000305783,0
HEATR6,ENST00000184956,0
CA4,ENST00000300900,0
USP32,ENST00000300896,0
C17orf64,ENST00000269127,0
APPBP2,ENST00000083182,0.292565
PPM1D,ENST00000305921,0.604929
BCAS3,ENST00000407086,0
TBX2,ENST00000240328,0
NACA2,ENST00000521764,0
BRIP1,ENST00000259008,0
INTS2,ENST00000251334,0.455937
MED13,ENST00000397786,0.447142
EFCAB3,ENST00000305286,0
METTL2A,ENST00000311506,0
TLK2,ENST00000346027,0
MRC2,ENST00000303375,0
MARCH10,ENST00000311269,0
CYB561,ENST00000360793,9.679496
ACE,ENST00000290866,0
KCNH6,ENST00000314672,0
TACO1,ENST00000258975,0.762942
MAP3K3,ENST00000361733,0
LIMD2,ENST00000259006,16.79094
STRADA,ENST00000336174,0
CCDC47,ENST00000225726,0
DDX42,ENST00000389924,0
FTSJ3,ENST00000427159,5.35825
PSMC5,ENST00000310144,0
SMARCD2,ENST00000448276,0
CSH2,ENST00000392886,0
GH2,ENST00000423893,0
CSH1,ENST00000316193,0
CSHL1,ENST00000309894,0
GH1,ENST00000323322,0
CD79B,ENST00000006750,0
SCN4A,ENST00000435607,0
C17orf72,ENST00000412177,0
ICAM2,ENST00000579788,0
ERN1,ENST00000433197,0.11944
TEX2,ENST00000584379,0
PECAM1,ENST00000563924,0
POLG2,ENST00000539111,0
DDX5,ENST00000225792,0.405544
CEP95,ENST00000556440,0
SMURF2,ENST00000262435,0
GNA13,ENST00000439174,0.913242
RGS9,ENST00000262406,0
AXIN2,ENST00000307078,0
CEP112,ENST00000535342,0
APOH,ENST00000205948,0
PRKCA,ENST00000413366,0.523948
CACNG5,ENST00000533854,0
CACNG4,ENST00000262138,1.369589
CACNG1,ENST00000226021,0
HELZ,ENST00000358691,0.538468
PSMD12,ENST00000356126,0
PITPNC1,ENST00000581322,0
NOL11,ENST00000253247,0
BPTF,ENST00000306378,5e-6
KPNA2,ENST00000330459,0
AMZ2,ENST00000359904,0
SLC16A6,ENST00000580666,3.937961
WIPI1,ENST00000262139,0
PRKAR1A,ENST00000589228,0
FAM20A,ENST00000592554,0
ABCA8,ENST00000586539,0
ABCA9,ENST00000340001,0
ABCA6,ENST00000284425,0
ABCA5,ENST00000392676,0
MAP2K6,ENST00000590474,0.069416
KCNJ2,ENST00000243457,0
SOX9,ENST00000245479,8.681006
SSTR2,ENST00000357585,2.456272
COG1,ENST00000299886,0
CPSF4L,ENST00000344935,0
CDC42EP4,ENST00000335793,0.804016
SDK2,ENST00000392650,0.145338
RPL38,ENST00000311111,5.096216
TTYH2,ENST00000269346,1.147289
DNAI2,ENST00000311014,0
KIF19,ENST00000389916,8.583577
BTBD17,ENST00000375366,0
GPRC5C,ENST00000392627,0
CD300A,ENST00000360141,0
CD300LB,ENST00000392621,1.785419
CD300C,ENST00000330793,0
CD300LD,ENST00000375352,0
CD300E,ENST00000392619,0
CD300LF,ENST00000326165,0
RAB37,ENST00000392613,0
SLC9A3R1,ENST00000262613,5.79452
NAT9,ENST00000357814,0
TMEM104,ENST00000335464,0
GRIN2C,ENST00000293190,1.11506
FDXR,ENST00000293195,0
OTOP2,ENST00000331427,0
OTOP3,ENST00000328801,0.437376
HID1,ENST00000425042,0
CDR2L,ENST00000337231,0
ICT1,ENST00000301585,0
ATP5H,ENST00000301587,7.610349
KCTD2,ENST00000322444,0
SLC16A5,ENST00000329783,0
ARMC7,ENST00000245543,17.285335
NT5C,ENST00000245552,0
HN1,ENST00000409753,0.897794
SUMO2,ENST00000420826,0.424647
NUP85,ENST00000245544,0
GGA3,ENST00000537686,0
MRPS7,ENST00000245539,1.568959
MIF4GD,ENST00000325102,0
SLC25A19,ENST00000416858,0
GRB2,ENST00000316804,0
KIAA0195,ENST00000314256,15.334202
CASKIN2,ENST00000321617,1.897843
TSEN54,ENST00000333213,0
LLGL2,ENST00000392550,0
RECQL5,ENST00000317905,0
SMIM6,ENST00000579469,11.274591
SAP30BP,ENST00000584667,0
ITGB4,ENST00000200181,0
GALK1,ENST00000588479,0
H3F3B,ENST00000254810,3.022518
UNK,ENST00000589666,2.759039
UNC13D,ENST00000207549,1.762185
WBP2,ENST00000254806,0
TRIM47,ENST00000254816,2.7126
TRIM65,ENST00000269383,0
MRPL38,ENST00000309352,1.243118
ACOX1,ENST00000293217,0.64604
TEN1,ENST00000397640,3.239776
EVPL,ENST00000301607,0
SRP68,ENST00000307877,0
GALR2,ENST00000329003,3.249971
ZACN,ENST00000334586,0
EXOC7,ENST00000589210,0
FOXJ1,ENST00000322957,1.171824
RNF157,ENST00000269391,0
UBALD2,ENST00000327490,1.525884
PRPSAP1,ENST00000446526,0.573284
SPHK1,ENST00000592299,0
UBE2O,ENST00000319380,0
AANAT,ENST00000392492,0
CYGB,ENST00000293230,0
PRCD,ENST00000592014,0
ST6GALNAC2,ENST00000225276,0
ST6GALNAC1,ENST00000156626,0
JMJD6,ENST00000397625,0
METTL23,ENST00000341249,14.069563
SRSF2,ENST00000359995,3.390331
MGAT5B,ENST00000569840,0
SEC14L1,ENST00000436233,0
SEPT9,ENST00000427177,0
TMC6,ENST00000590602,3.071154
TMC8,ENST00000318430,0
SYNGR2,ENST00000225777,0
TK1,ENST00000301634,0
BIRC5,ENST00000350051,0
SOCS3,ENST00000330871,0
PGS1,ENST00000262764,0
DNAH17,ENST00000389840,7e-6
TIMP2,ENST00000262768,0
DDC8,ENST00000322630,0
LGALS3BP,ENST00000262776,0
CANT1,ENST00000392446,0
C1QTNF1,ENST00000579760,0
ENGASE,ENST00000579016,0
ENPP7,ENST00000328313,0
CBX2,ENST00000310942,0
CBX8,ENST00000269385,1.564217
CBX4,ENST00000269397,1.252821
TBC1D16,ENST00000310924,0.611175
CCDC40,ENST00000397545,0
GAA,ENST00000302262,0
SGSH,ENST00000326317,0
SLC26A11,ENST00000361193,0
ENDOV,ENST00000518137,0
NPTX1,ENST00000306773,0
RPTOR,ENST00000306801,0
CHMP6,ENST00000325167,0
AATK,ENST00000326724,0
AZI1,ENST00000450824,0
C17orf89,ENST00000431388,0
SLC38A10,ENST00000374759,2.207914
ACTG1,ENST00000573283,0
FSCN2,ENST00000417245,0
C17orf70,ENST00000327787,0
NPLOC4,ENST00000331134,7.045172
PDE6G,ENST00000331056,0
OXLD1,ENST00000374741,0
CCDC137,ENST00000329214,1.978856
